Unnamed: 0,data,label
10,팬 온라인 응원 부대 검사 예정 배우 박보검 경남 창원시 진해 해군 교육사령부 입대 사전 예고 눈인사 경례 입소 다 박보검 이날 오후 캡 모자 상하 검은색 트레이닝복 검은색 운동화 신 훈련소 모자 마스크 고개 주변 신병 안내 해군 조차 박보검 인지 정도 모자 아래 머리 눈길 다 박보검 입소 동기 사회 거리 이동 다 박보검 훈련소 입구 안내 해군 지급 마스크 동안 손 마스크 도 손 장난 모습 천명 신병 입대 이날 훈련소 앞 북적 해군 경찰 통제 혼란 일부 시민 가족 입소 박보검 기대 훈련소 인근 취재 철수 취재진 박보검 여성 다 박보검 팬 확산 방지 배웅 자제 팬 대신 온라인 커뮤니티 응원 보 금 이날 입대 훈련병 부대 안 유전자 증폭 검사 신종 감염증 감염 여부 확인 예정 검사 결과 내달 일 다음 판정 예정 기초 군사교육 훈련 있다 박보검 해군 교육사령부 기로 입대 동기 여명 주간 입영 주 뒤 주간 군인 기본자세 전투 기술 신병 훈련 자대 배치 다 해군 본부 문화 홍 보병 복무 예정 이다 제대 말 이다,0
11,부서 여 투입 점검 실시 위반 집합 조치 서울 양천구 정부 강화 신종 감염증 조치 발표 행정력 집중 동원 확산 방지 총력 종 민간 위험 집합 시설 점검 지속 진행 점검 결과 관내 노래 연습장 방 실내 집단 운동 시설 집합 금지명령 위반 사례 설명 관내 해당 음식점 곳 대중 목욕탕 곳 대상 수칙 의무 대상 시설 지정 안내 완료 별도 해제 핵심 수칙 준수 이행 여부 현장 점검 실시 당일 오후 다음 날 오전 포장 배달 허용 일반 음식점 휴게 음식점 제과점 핵심 수칙 준수 안내 예정 이번 강화 조치 해당 구 관내 대상 업소 일반 음식점 곳 제과점 곳 휴게 음식점 곳 강화 조치 정착 부서 여 투입 민관 합동 전수 점검 실시 핵심 수칙 미 준수 업소 스트라이크 아웃 실시 수칙 위반 주간 집합 조치 집합 조치 위반 경우 벌금 부과 집합 위반 운영 확진 발생 치료비 비 구상권 청구 안내 예정 김수영 양천 구청장 식당 카페 업소 경제 심리 상황 모두 건강 안전 위협 특수 상황 정부 지침 수칙 강화 적극 협조 부탁 구민 필수 외출 제외 바깥 활동 자제 해주시 길 강조 김구 철,0
12,벨 라우스 수출 계약 성사 벤처기업협회 회장 안건 준 세계 확산 경제 여건 속 벤처기업 해외 시장 진출 지원 활동 진행 일환 다우 코리아 배 준형 대표 공기 살균 기가 유럽 시장 진출 벤처기업협회 해외 지부 기구 의 프랑스 지부 의장 사인 벨 라우스 협상 진행 수출 계약 성사 다우 코리아 공기 살균 앰뷸런스 차량 내부 소독 균 개발 국내외 특허 등록 대구 소방본부 구급차 설치 시작 여대 구급차 설치 대원 이송 환자 세균 감염 바이러스 감염 예방 역할 다중 이용 시설 소독 개발 신제품 포항 의료 병원 요양 시설 설치 안전 병실 환경 진료 환경 조성 활용 기업체 불특정 다수 이용 매장 설치 요청 급증 있다 벤처기업협회 관계자 글로벌 대형 유통망 입 글로벌 시장 진출 플랫폼 의 사업 벤처기업 해외 마케팅 역량 지속 성장 성장 사다리 역할 수행 말 이경 택,0
13,신종 감염증 확진 폭증 극장가 가운데 지침 준수 관객 의 자구책 영화 관객 입 최근 용산 아이맥스 관의 좌석 절반 철거 사회 거리 두기 단계 강화 차례 칸 의자 받침대 제거 티켓 발 자리 배치 상영관 입장 후 관객 마음 자리 동해 거리 간격 대비 궁여지책 직원 손 나사 전체 절반 시간 상영 회차 사이 휴식 시간 상영 마감 이후 시간 작업 진행 분리 받침대 별도 창고 보관 이다 적극 노력 영화 팬 긍정 신호 용산 확진 요즘 의 대처 거리 두기 좌석 사람 속 환영 있다 황 재현 홍보 팀장 사실 상영 회차 때 청소 시간 제외 분간 작업 창고 보관 의자 받침대 조립 말 김 인구,0
14,정부 사회 거리 두기 단계 격상 신종 감염증 이 확산 가운데 인천 일선 공무원 감염 발생 인천시 집단 감염 발생 인천 부평구 갈릴리 교회 부평 구청 공무원 추가 확진 판정 해당 교회 교인 정부 집합 예배 자제 권고 에도 주 일 예배 참여 확인 초등학교 학년 딸 이날 검 검사 양성 판정 교회 관련 확진 천 부평구 근무 구청 청사 건물 임시 폐쇄 직원 대상 검 체 검사 진행 구청 직원 전수 검사 전원 음성 폐쇄 청사 건물 정상 운영 인천 서구 의회 의회 사무국 직원 여 전날 검 체 검사 양성 판정 감염 경로 확인 의원 간담회 참석 송 규 인천 서구 의회 의장 포함 해당 의회 의원 직원 검 체 검사 격리 해당 의회 건물 긴급 임시 폐쇄 교회 발 집단 감염 발생 인천 남동구 확진 판정 해당 교회 교인 남편 추가 검 체 검사 양성 판정 인천 계양 소방서 소속 소방관 파악 인천 계양 소방서 확진 판정 휴가 직원 접촉 력 인 천지 태,0
15,사회 거리 두기 단계 격상 비상 경영 체제 가동 수칙 강화 유진기업 수도권 발 신종 감염증 확산 비상 경영 체제 가동 관리 적극 다 유진기업 최근 정부 확산 서울 경기 지역 사회 거리 두기 단계 격상 직원 안전 건강 재택근무 시차 출근 도입 대응 강화 유진기업 내부 공지 확산 방지 근무 수칙 전달 부서 인원 이상 재택근무 시행 재택근무 인원수 부서장 재량 임산부 자녀 돌 봄이 필요 직원 우선 재택근무 시차 출퇴근 제도 도입 지하철 버스 대중교통 이용 혼잡 시간 피해 사람 접촉 최소 근무 시간 조정 사옥 사업장 출입 임직원 방문자 대상 체온 의무 측정 부서 현황 보고 의심 위험 지역 방문 접촉 여부 파악 있다 유진기업 집합 교육 단체 행사 회식 인 이상 참여 대면 회의 화상 회의 대체 실내 마스크 착용 의무 직원 이상 거리 두기 실시 한편 사무실 곳곳 손 세정제 비치 위생 청결 집중 관리 유진기업 이후 확산 지속 정부 사회 거리 두기 단계 상향 경우 강도 시행책 검토 계획 유진기업 관계자 최근 확산 올해 위기 판단 직원 건강 안전 선제 조치 강화 단계 격상 예의 주시 안전 관리 강화 업무 변화 검토 김 순환,0
16,수도권 전국 신종 감염증 환자 증가 가운데 집단 감염 교회 모임 집회 관련 전후 전국 지역 방위 발생 정부 지방 자치 단체 체계 집단 감염 원인 지목 있다 무증상 환자 검사 대면 접촉 활동 감염 경로 환자 로 지역 사회 감염 광범위 확산 지자체 확진 동선 포함 무증상 검사 확대 정밀 역학 조사 실시 지적 있다 청정 지역 경기 연천 처음 확진 시작 확진 발생 종로구 확진 자와 접촉 여성 엄마 친목 모임 회원 바이러스 전파 사례 여성 카페 음식점 회원 집단 감염 다 파주 스타 박스 야당 관련 확진 처음 확진 스타벅스 야당 방문 방문자 접촉 주민 확진 방문자 가족 방문자 접촉 자 접촉 감염자 발생 이다 파주시 거주 환자 이 스타벅스 방문 뒤 확진 판정 나머지 일 스타벅스 방문 방문자 확진 자와 접촉 감염 당시 밀폐 스타벅스 실내 층 에어컨 종일 가동 방문자 마스크 시간 체류 사실 집단 감염 원인 지적 정부 지자체 모임 완화 단계 대책 방심 여름휴가 동해안 속초 고성 여행 동창 확진 나머지 검사 확진 판정 가운데 집회 참가자 일 원주시 체조 교실 륜 교 병설 유치원 학생 교사 가족 연관 확진 집단 발생 당국 체조 교실 집단 감염 일 시작 있다 이 집단 감염 전후 서울 강남 골드 트레인 양평 모임 대전 소재 배드민턴 동호회 전남 순천 홈플러스 푸드코트 인천 미추홀 구 노인 주간 보호 센터 확진 발생 교회 모임 집회 관련 확진 자로 서울 성북구 사랑 제일 교회 관련 광화문 집회 관련 경기 용인 교회 관련 발생 의정부 오 명근,0
17,신종 감염증 정부 사회 거리 단계 격상 가운데 제주도 후속 조치 제주 해수욕장 조기 전면 장 나 섰다 제주도 사회 거리 두기 단계 강화 조치 시행 도내 해수욕장 시 기해 긴급 장 장하 해수욕장 제주시 금 능 곽 이호 삼양 함덕 김녕해수욕장 곳 서귀포시 화순 금 모래 중문 색 달 표 선 신양 섭 해수욕장 곳 곳 해수욕장 당초 이달 운영 예정 제주 도내 해수욕장 사람 접촉 발생 샤워 탈의장 대여 시설 계절 음식점 영업 편의 시설 운영 중단 감염 확산 차단 위 해서 다 조 동근 제주도 해양 수산 국장 해수욕장 긴급 장 안내 현수막 설치 해당 마을 해수욕장 장 내용 전파 말,0
18,확산 비상 국면 기준 하루 전 신규 확진 연속 정은 경 중앙 대책 본부장 현재 정점 증가 수도권 적용 사회 거리 두기 단계 이날 전국 확대 효과 불안 상황 신천지 예수교 발 집단 감염 확산 이후 하루 최대 규모 신규 확진 감염 경로 환자 기준 감염 관련 통계 집계 시작 최고 확산 통제 한계 이하 배 붕괴 위험 경고 민관 역량 총동원 때 여권 실패 책임 더불어민주당 서울 사랑 제일 교회 전광훈 목사 주도 광화문광장 집회 미래 통합 목사 하나로 감염 확산 주범 최고 위원 후보자 집회 일부 허가 법원 판사 욕설 공격 이름 행정소송법 개정안 국회 발의 요인 확진 사실 눈 광화 문 광장 인근 보신각 일대 여 노동자 대회 전국민주노동조합총연맹 입장 검진 말 조합원 광화문광장 집회 참석 대상 말 여권 코드 정부 남 탓 국민 주체 위기 극복 정부 사회 거리 두기 단계 격상 실기 의료 체계 붕괴 대처 단계 지침 국민 의무 종교 일각 종교의 자유 사람 생명 건강 침해 보호 기본권 착각 물론,0
19,당국 허위 자료 제출 평화 궁전 신축 과정 횡령 혐의 소환 조사 마무리 신천지 간부 재판 정부 신종 감염증 활동 방해 혐의 이만희 신천지예수교 증거장막성전 신천지 총회장 구속 갈림길 섰다 수원 지검 형 사부 박승대 부장 검사 감염병 예방법 위반 위계 공무 집행 방해 특정 경제범죄 가중 처벌 위반 횡령 업무 방해 혐의 총회장 구속영장 청구 총회장 신천지 대구 교회 중심 확산 당시 신천지 부들과 공모 당국 신도 명단 집회 장소 축소 보고 허위 자료 제출 혐의 있다 개인 주거지 가평 평화 궁전 신축 과정 상당 교회 자금 상당 자신 계좌 송금 횡령 혐의 다이 총회장 지난해 수원 안산 경기장 지방 자치 단체 승인 종교 행사 혐의 있다 검찰 당시 총회장 신천지 신도 여명 동원 공공시설 진입 수법 범행 판단 검찰 일 차례 총회장 소환 조사 끝 구속영장 청구 결정 설명 총회장 소환 조사 당시 지병 호소 시간 귀가 소환 조사 때 시간 강도 조사 총회장 구속 피의자 심문 영장 실질 심사 기일 정해 지지 검찰 이날 신천지 과천 총회 본부 소속 총무 구속 기소 불구속 기소 당국 자료 제출 과정 일부 고의 누락 수사 대비 증거 인멸 혐의 있다 확진 자와 예배 신도 명단 중국 교회 신도 국내 행적 은폐 혐의 있다 이 총회장 당국 신도 규모 실제 수치 상당 차이 총회장 추후 재판 이날 기소 법정 예상 검찰 관계자 회장 나이 건강 고려 수감 생활 정도 영장 청구 결정 말 검찰 전국 신천지 피해 자연 대전 피 연 총회장 고발장 접수 고발인 조사 진행 신천지 제출 자료 당국 확보 자료 일치 사례 확인 수사 일 과천 총회 본부 가평 평화 궁전 신천지 관련 시설 압수수색 강제 수사 전환 검찰 이달 신천지 간부 구속 총회장 조사 수사 속도 다,0
20,국제 로타 리 지구 총재 취임 유장희 동반 성장 위원장 로타 리 소아마비 박멸 명성 모범 사례 영문판 발간 추진 동남아 세계국 계층 어린이 청소년 지원 소아마비 박멸 명성 로타 리가 이제 신종 감염증 을 퇴치 최근 한국 로타 리 대표 국제 로타 리 지구 총재 취임 유장희 이화여대 명예 교수 동반 성장 위원장 향후 우선 역점 사업 퇴치 운동 역량 퇴치 전념 취임 소감 말 대학 때 정부 역할 민간 역할 중시 유 총재 위기 때 정부 의지 민간 힘 모아 노블레스 오블리주 실천 로타 리 정신 힘 말 모범 사례 규모 선제 검사 신속 역학 추적 감염자 조기 격리 치료 영문판 매뉴얼 북 발간 세계 로타 리 지구 말 로타 리안 가족 모두 참여 추진 극복 강조 총재 취임 후 행사 계층 어린이 지원 초록 우산 어린이재단 양해각서 체결 시작 기관 구성 지원 사업 때 글로벌 감각 유 총재 국내 국제 로타 리 와도 협력 동남아시아 아프리카 국가 세계 국가 위생 물품 지원 사업 말 시대 온라인 실시간 소통 방식 도입 로타 리 변화 추진 서울 시내 대학 신세대 청년 봉사 단체 확대 방침 말 국제 로타 리 지구 로타 리 클럽 여 회원 보유 한국 로타 리 종주 지구 유 총재 우리나라 로타 리 지구 총재 구성 총재단 회장 겸직 국제 로타 리 미국 시카고 폴 해리스 변호사 설립 세계 최대 민간 자원봉사 단체 이다 세계 사업가 전문직 종사자 구성 회원 소아마비 박멸 사업 박차 현재 사업 이상 모금 세계 예방 접종 실시 국제 로타 리 활동 시작 유 총재 대외경제정책연구원 장과 이화여대 국제 대학원장 부총장 한국 협상 학회 회장 한국 국제경제학 회장 한국경제 학회 회장 박현수,0
21,신종 감염증 사태 장기 모두 어려움 가운데 서울 성북구 지역 이웃 온정 손길 성북구 미용 기기 문제 조사 접촉 체온계 기부 김진환 대표 이사 회사 역량 집중 개발 제작 제품 성북구 주민 사회 복지 시설 이용자 안전 건강 사용 감사 자부심 소감 이승 성북 구청장 감사 마음 체온계 필요 곳 전달 최선 말 대한민국 브랜드 파워 마스크 부문 위 수상 기술력 업체 극복 체온계 지속 기부 성북구 이외 아이 패션 대표 심상 최근 필요 고글 기부 지역 위치 영 각사 주지 홍진 스님 활동 필요 물품 구입 기부 극복 기부 김도연,0
22,법원 일정 부분 혐의 소명 고령 지병 수감 생활 곤란 정도 아냐 당국 허위 자료 제출 교회 자금 횡령 혐의 정부 신종 감염증 활동 방해 혐의 이만희 신천지예수교 증거장막성전 신천지 총회장 새벽 구속 수원지법 이명 철 영장 전담 판사 전날 감염병 예방법 위반 특정 경제범죄 가중 처벌 위반 횡령 혐의 총회장 구속 피의자 심문 영장 실질 심사 을 영장 발부 판사 범죄 사실 일부 다툼 여지 일정 부분 혐의 소명 수사 과정 조직 증거 인멸 정황 발견 종교 단체 피의자 지위 향후 추가 증거 인멸 염려 배제 발부 사유 총회장 나이 건강 상태 우려 고령 지병 수감 생활 곤란 정도 설명 판사 전날 오전 오후 시간 영장 실질 심사 진행 뒤 이튿날 이날 오전 총회장 구속 결정 법원 영장 실질 심사 수원구치소 동해 결과 총회장 구속 총회장 신천지 중심 확산 신천지 부들과 공모 당국 신도 명단 집회 장소 축소 보고 혐의 다 신천지 연수원 평화 궁전 신축 과정 여원 교회 자금 횡령 혐의 있다 이 밖 지난해 지방 자치 단체 승인 해당 지자체 공공시설 종교 행사 혐의 있다 검찰 총회장 상대로 혐의 보강 조사 뒤 재판 방침 이 다이 총회장 구속 기소 신천지 과천 총회 본부 소속 총무 불구속 기소 간부 법정 재판 검찰 전국 신천지 피해 자연 대전 피 연 총회장 고발장 접수 고발인 조사 진행 신천지 제출 자료 당국 확보 자료 일치 사례 확인 수사 일 과천 총회 본부 가평 평화 궁전 신천지 관련 시설 압수수색 강제 수사 전환 검찰 이달 신천지 간부 구속 총회장 차례 조사 수사 속도 다,0
